Product Handle,Product Title,Product Description,Product Status,Product Thumbnail,Product Weight,Product Height,Product Width,Product Length,Product Discountable,Product Collection Id,Product Tag 1,Product Tag 2,Product Tag 3,Product Tag 4,Product Tag 5,Product Tag 6,Product Tag 7,Product Tag 8,Product Tag 9,Product Tag 10,Product Tag 11,Product Tag 12,Product Category Id 1,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Sales Channel Id 1,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Height,Variant Width,Variant Length,Variant Price BRL,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value
chaveiro-tyer-logo,Chaveiro Tyer Logo,"<p>Chaveiro Tyer Logo - o símbolo máximo de quem está sempre na frente! Com a logo Tyer em destaque e uma textura que imita a bola de basquete, este chaveiro de plástico é para quem sabe que ser superior é questão de atitude. Ter a logo Tyer nas suas chaves é mostrar poder, estilo e exclusividade. Não fique para trás: carregue a marca dos melhores e conquiste seu espaço com quem domina o jogo. Garanta já o seu!</p>",published,https://api.homolog.tyershop.com/cdn/tyershop/chaveiro-tyer-logo.webp,20,20.00,8.00,15.00,TRUE,,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/chaveiro-tyer-logo.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,Default,chaveiro-tyer-logo,,FALSE,TRUE,20,20.00,8.00,15.00,19.90,Default,Default,,
shorts-tyer-pro,Shorts Tyer Pro,"<p><strong>Shorts Tyer Pro</strong> Descubra a combina&ccedil;&atilde;o perfeita de <strong>performance e estilo</strong> com os <strong>Shorts Tyer Pro</strong>! Projetados especialmente para os apaixonados por basquete, estes shorts oferecem uma modelagem &uacute;nica que se adapta ao seu corpo, permitindo liberdade de movimento em cada jogada.</p> <p><strong>Caracter&iacute;sticas do Produto:</strong> - <strong>Material:</strong> Tecido de Dri-Fit, que proporciona conforto e respirabilidade durante o jogo. - <strong>Design Exclusivo:</strong> Estilo que destaca sua presen&ccedil;a tanto nas quadras quanto nas ruas.</p> <p>Sinta-se como um atleta profissional, jogando com a confian&ccedil;a que s&oacute; os <strong>Shorts Tyer Pro</strong> podem oferecer. N&atilde;o perca a chance de adicionar essa pe&ccedil;a essencial ao seu guarda-roupa esportivo!</p> <p><strong>Disponibilidade limitada.</strong> Garanta j&aacute; o seu e mostre que voc&ecirc; &eacute; parte da comunidade Tyer!</p>",published,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-pro.webp,150,26.00,8.00,36.00,TRUE,pcol_01M1BKGAQZX8EP3N3FCXH1CBBP,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-pro.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,PP,shorts-tyer-pro-pp,,FALSE,TRUE,150,26.00,8.00,36.00,149.90,Tamanho,PP,,
shorts-tyer-pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,shorts-tyer-pro-p,,FALSE,TRUE,150,26.00,8.00,36.00,149.90,Tamanho,P,,
shorts-tyer-pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,shorts-tyer-pro-m,,FALSE,TRUE,150,26.00,8.00,36.00,149.90,Tamanho,M,,
shorts-tyer-pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,shorts-tyer-pro-g,,FALSE,TRUE,150,26.00,8.00,36.00,149.90,Tamanho,G,,
shorts-tyer-pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GG,shorts-tyer-pro-gg,,FALSE,TRUE,150,26.00,8.00,36.00,149.90,Tamanho,GG,,
shorts-tyer-pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XG,shorts-tyer-pro-xg,,FALSE,TRUE,150,26.00,8.00,36.00,149.90,Tamanho,XG,,
shorts-tyer-pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGG,shorts-tyer-pro-xgg,,FALSE,TRUE,150,26.00,8.00,36.00,149.90,Tamanho,XGG,,
tyer-savage-mode-2-dry-fit,Tyer Savage Mode 2 - Dry Fit,"<p><strong>Camiseta Savage Mode 2 Branca</strong> <em>Descubra o seu estilo &uacute;nico com a Camiseta Savage Mode 2!</em></p> <p>A <strong>Camiseta Savage Mode 2</strong> &eacute; uma pe&ccedil;a feita para aqueles que buscam um toque especial em seu guarda-roupa. Com <strong>tecido especial</strong> de alto relevo que imita a textura de um tigre, esta camiseta &eacute; perfeita tanto para as quadras quanto para as ruas!</p> <p><strong>Caracter&iacute;sticas do Produto:</strong> - <strong>Material:</strong> Tecido de Dri-Fit, garantindo conforto e respirabilidade. - <strong>Design exclusivo:</strong> Estilo &uacute;nico que se destaca em qualquer ocasi&atilde;o.</p> <p>Sinta a liberdade de se movimentar e expresse sua personalidade com esta camiseta que une <strong>moda e funcionalidade</strong>. N&atilde;o perca a chance de ter uma pe&ccedil;a t&atilde;o especial!</p> <p><em>Disponibilidade limitada. Garanta j&aacute; a sua!</em></p> <p>(Prazo de entrega de 7 a 15 dias + frete da transportadora).</p>",published,https://api.homolog.tyershop.com/cdn/tyershop/tyer-savage-mode-2-dry-fit.webp,150,36.00,8.00,26.00,TRUE,pcol_01M1BKGAPFFDYR272NW7VPCSC3,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/tyer-savage-mode-2-dry-fit.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,PP,tyer-savage-mode-2-dry-fit-pp,,FALSE,TRUE,150,36.00,8.00,26.00,149.90,Tamanho,PP,,
tyer-savage-mode-2-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,tyer-savage-mode-2-dry-fit-p,,FALSE,TRUE,150,36.00,8.00,26.00,149.90,Tamanho,P,,
tyer-savage-mode-2-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,tyer-savage-mode-2-dry-fit-m,,FALSE,TRUE,150,36.00,8.00,26.00,149.90,Tamanho,M,,
tyer-savage-mode-2-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,tyer-savage-mode-2-dry-fit-g,,FALSE,TRUE,150,36.00,8.00,26.00,149.90,Tamanho,G,,
tyer-savage-mode-2-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GG,tyer-savage-mode-2-dry-fit-gg,,FALSE,TRUE,150,36.00,8.00,26.00,149.90,Tamanho,GG,,
tyer-savage-mode-2-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XG,tyer-savage-mode-2-dry-fit-xg,,FALSE,TRUE,150,36.00,8.00,26.00,149.90,Tamanho,XG,,
tyer-savage-mode-2-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGG,tyer-savage-mode-2-dry-fit-xgg,,FALSE,TRUE,150,36.00,8.00,26.00,149.90,Tamanho,XGG,,
tyertech,Jaqueta Tyer Tech,"<p>Tyer Tech, uma jaqueta esportiva desenvolvida para entregar o conforto e o estilo que voc&ecirc; precisa!</p> <p>&nbsp;</p> <p>Moletim Sport</p> <p>&nbsp;</p> <p>Composi&ccedil;&atilde;o:</p> <p>94% moletim esportivo&nbsp;</p> <p>6% Elastano&nbsp;</p> <p>(Estampa em Silk)</p>",published,https://api.homolog.tyershop.com/cdn/tyershop/tyertech.webp,500,36.00,15.00,26.00,TRUE,pcol_01M1BKGAPVC42W66KCN0VB9Z22,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/tyertech.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,PP,tyertech-pp,,FALSE,TRUE,500,36.00,15.00,26.00,319.90,Tamanho,PP,,
tyertech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,tyertech-p,,FALSE,TRUE,500,36.00,15.00,26.00,319.90,Tamanho,P,,
tyertech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,tyertech-m,,FALSE,TRUE,500,36.00,15.00,26.00,319.90,Tamanho,M,,
tyertech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,tyertech-g,,FALSE,TRUE,500,36.00,15.00,26.00,319.90,Tamanho,G,,
tyertech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GG,tyertech-gg,,FALSE,TRUE,500,36.00,15.00,26.00,319.90,Tamanho,GG,,
tyertech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XG,tyertech-xg,,FALSE,TRUE,500,36.00,15.00,26.00,319.90,Tamanho,XG,,
pulseira-tyer,Pulseira Tyer,,published,https://api.homolog.tyershop.com/cdn/tyershop/pulseira-tyer.webp,100,20.00,5.00,15.00,TRUE,pcol_01M1BKGAQ6HXGYMWP559XT4KBM,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/pulseira-tyer.webp,https://api.homolog.tyershop.com/cdn/tyershop/pulseira-tyer-branca.webp,,,sc_01M132H93X58ZBPEY4X8WWS6XV,Preto,pulseira-tyer-preto,,FALSE,TRUE,100,20.00,5.00,15.00,29.90,Tamanho,Preto,,
pulseira-tyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branco,pulseira-tyer-branco,,FALSE,TRUE,100,20.00,5.00,15.00,29.90,Tamanho,Branco,,
camiseta-tyer-starter-dry-fit,Camiseta Tyer Starter | Dry-fit,<p>Tyer Starter ( T-shirt) Camisa Dry-fit de performance esportiva!</p> <p>&nbsp;</p> <p>Composi&ccedil;&atilde;o:</p> <p>96.5% algod&atilde;o</p> <p>3.5% Elastano&nbsp;</p> <p>(Estampa em Silk)</p>,published,https://api.homolog.tyershop.com/cdn/tyershop/camiseta-tyer-starter-dry-fit.webp,200,36.00,10.00,26.00,TRUE,pcol_01M1BKGAQ6HXGYMWP559XT4KBM,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/camiseta-tyer-starter-dry-fit.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,PP,camiseta-tyer-starter-dry-fit-pp,,FALSE,TRUE,200,36.00,10.00,26.00,129.90,Tamanho,PP,,
camiseta-tyer-starter-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,camiseta-tyer-starter-dry-fit-p,,FALSE,TRUE,200,36.00,10.00,26.00,129.90,Tamanho,P,,
camiseta-tyer-starter-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,camiseta-tyer-starter-dry-fit-m,,FALSE,TRUE,200,36.00,10.00,26.00,129.90,Tamanho,M,,
camiseta-tyer-starter-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,camiseta-tyer-starter-dry-fit-g,,FALSE,TRUE,200,36.00,10.00,26.00,129.90,Tamanho,G,,
camiseta-tyer-starter-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GG,camiseta-tyer-starter-dry-fit-gg,,FALSE,TRUE,200,36.00,10.00,26.00,129.90,Tamanho,GG,,
camiseta-tyer-starter-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XG,camiseta-tyer-starter-dry-fit-xg,,FALSE,TRUE,200,36.00,10.00,26.00,129.90,Tamanho,XG,,
shorts-tyer-starter-dry-fit,Shorts Tyer Starter | Dry-fit,<p>Tyer Starter (Short) Short Dry-fit de performance esportiva!</p> <p>&nbsp;</p> <p>Composi&ccedil;&atilde;o:</p> <p>100% poliester</p> <p>Forro interno&nbsp;</p> <p>(Estampa em Silk)</p>,published,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-starter-dry-fit.webp,200,36.00,10.00,26.00,TRUE,pcol_01M1BKGAQ6HXGYMWP559XT4KBM,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-starter-dry-fit.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,P,shorts-tyer-starter-dry-fit-p,,FALSE,TRUE,200,36.00,10.00,26.00,139.90,Tamanho,P,,
shorts-tyer-starter-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,shorts-tyer-starter-dry-fit-m,,FALSE,TRUE,200,36.00,10.00,26.00,139.90,Tamanho,M,,
shorts-tyer-starter-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,shorts-tyer-starter-dry-fit-g,,FALSE,TRUE,200,36.00,10.00,26.00,139.90,Tamanho,G,,
shorts-tyer-starter-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GG,shorts-tyer-starter-dry-fit-gg,,FALSE,TRUE,200,36.00,10.00,26.00,139.90,Tamanho,GG,,
shorts-tyer-starter-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XG,shorts-tyer-starter-dry-fit-xg,,FALSE,TRUE,200,36.00,10.00,26.00,139.90,Tamanho,XG,,
shorts-tyer-starter-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGG,shorts-tyer-starter-dry-fit-xgg,,FALSE,TRUE,200,36.00,10.00,26.00,139.90,Tamanho,XGG,,
shorts-tyer-red-rose-dry-fit,Shorts Tyer Red Rose | Dry-fit,<p>Tyer Red Rose (Short) Short Dry-fit de performance esportiva!</p> <p>&nbsp;</p> <p>Composi&ccedil;&atilde;o:</p> <p>100% poliester</p> <p>Forro interno&nbsp;</p> <p>(Estampa em Silk)</p>,published,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-red-rose-dry-fit.webp,200,36.00,10.00,26.00,TRUE,pcol_01M1BKGAN9HCDBT83TT3TR7ZVV,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/shorts-tyer-red-rose-dry-fit.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,P,shorts-tyer-red-rose-dry-fit-p,,FALSE,TRUE,200,36.00,10.00,26.00,159.90,Tamanho,P,,
shorts-tyer-red-rose-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,shorts-tyer-red-rose-dry-fit-m,,FALSE,TRUE,200,36.00,10.00,26.00,159.90,Tamanho,M,,
shorts-tyer-red-rose-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,shorts-tyer-red-rose-dry-fit-g,,FALSE,TRUE,200,36.00,10.00,26.00,159.90,Tamanho,G,,
shorts-tyer-red-rose-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GG,shorts-tyer-red-rose-dry-fit-gg,,FALSE,TRUE,200,36.00,10.00,26.00,159.90,Tamanho,GG,,
shorts-tyer-red-rose-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XG,shorts-tyer-red-rose-dry-fit-xg,,FALSE,TRUE,200,36.00,10.00,26.00,159.90,Tamanho,XG,,
shorts-tyer-red-rose-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGG,shorts-tyer-red-rose-dry-fit-xgg,,FALSE,TRUE,200,36.00,10.00,26.00,159.90,Tamanho,XGG,,
mvp1,Tyer Most Valuable Player,"<p>Drop 2 Most Valuable Player&nbsp;&eacute; uma inova&ccedil;&atilde;o de ALTA QUALIDADE, com uma dire&ccedil;&atilde;o art&iacute;stica e design&nbsp;&Uacute;NICO!</p> <p>&nbsp;</p> <p>O drop faz alus&atilde;o ao pr&ecirc;mio de jogador mais valioso e &eacute; EXTREMAMENTE EXCLUSIVO, tendo apenas 25 pe&ccedil;as em estoque!</p> <p>&nbsp;</p> <p>Subimos a r&eacute;gua de qualidade neste lan&ccedil;amento! Por&eacute;m, apenas 25 de voc&ecirc;s ter&atilde;o essa oportunidade.</p> <p>&nbsp;</p> <p>Boa sorte a todos.</p> <p>&nbsp;</p> <ul> <li>Malha: fio 26.1 (&nbsp;180 g/m&sup2;).</li> <li>Tecido 100% algod&atilde;o.</li> <li>Estampa Silk Screen.</li> <li>Gola 2/1 canelada 2,5 cm.</li> <li>Modelagem Streetwear.</li> </ul>",published,https://api.homolog.tyershop.com/cdn/tyershop/mvp1.webp,500,36.00,10.00,26.00,TRUE,pcol_01M1BKGAQHHG9JZVCZBQ0VNK83,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/mvp1.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,P,mvp1-p,,FALSE,TRUE,500,36.00,10.00,26.00,149.90,Tamanho,P,,
mvp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,mvp1-m,,FALSE,TRUE,500,36.00,10.00,26.00,149.90,Tamanho,M,,
mvp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,mvp1-g,,FALSE,TRUE,500,36.00,10.00,26.00,149.90,Tamanho,G,,
mvp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GG,mvp1-gg,,FALSE,TRUE,500,36.00,10.00,26.00,149.90,Tamanho,GG,,
tyer-savage-mode-1-dry-fit,Tyer Savage Mode 1 - Dry Fit,"<p>O legado continua, independente das dificuldades sempre iremos encontrar caminhos a percorrer!<br /><br />Corra pelos seus sonhos!<br />Fa&ccedil;a oq tiver que fazer!<br />A busca pela gl&oacute;ria come&ccedil;a agora!<br />Tenha o foco de um tigre!<br />E busque o topo com garra!<br /><br />Camiseta esportiva no tecido DRY-FIT<br />Com design art&iacute;stico e ilustra&ccedil;&atilde;o exclusiva Tyer Basketball</p>",published,https://api.homolog.tyershop.com/cdn/tyershop/tyer-savage-mode-1-dry-fit.webp,300,36.00,5.00,26.00,TRUE,pcol_01M1BKGAPFFDYR272NW7VPCSC3,,,,,,,,,,,,,,https://api.homolog.tyershop.com/cdn/tyershop/tyer-savage-mode-1-dry-fit.webp,,,,sc_01M132H93X58ZBPEY4X8WWS6XV,PP,tyer-savage-mode-1-dry-fit-pp,,FALSE,TRUE,300,36.00,5.00,26.00,149.90,Tamanho,PP,,
tyer-savage-mode-1-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,tyer-savage-mode-1-dry-fit-p,,FALSE,TRUE,300,36.00,5.00,26.00,149.90,Tamanho,P,,
tyer-savage-mode-1-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,tyer-savage-mode-1-dry-fit-m,,FALSE,TRUE,300,36.00,5.00,26.00,149.90,Tamanho,M,,
tyer-savage-mode-1-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,tyer-savage-mode-1-dry-fit-g,,FALSE,TRUE,300,36.00,5.00,26.00,149.90,Tamanho,G,,
tyer-savage-mode-1-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GG,tyer-savage-mode-1-dry-fit-gg,,FALSE,TRUE,300,36.00,5.00,26.00,149.90,Tamanho,GG,,
tyer-savage-mode-1-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XG,tyer-savage-mode-1-dry-fit-xg,,FALSE,TRUE,300,36.00,5.00,26.00,149.90,Tamanho,XG,,
tyer-savage-mode-1-dry-fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGG,tyer-savage-mode-1-dry-fit-xgg,,FALSE,TRUE,300,36.00,5.00,26.00,149.90,Tamanho,XGG,,
